46GL107033;V.G.F.TRO12/0,7 PRG 3P CV (E)      ;000000000000000;0000008,382;00000008,89;000009,1948;00000009,65;00000010,16;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;GL1;PL
46GL207005;V.G. XTREME12/0,7PRG 3P CV (E)     ;000000000000000;0000008,382;00000008,89;000009,1948;00000009,65;00000010,16;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;GL2;PL
46GL107034;V.G. PIÑA 12/0,7 PRG 3P CV (E)     ;000000000000000;0000008,382;00000008,89;000009,1948;00000009,65;00000010,16;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;GL1;PL
46GL107035;V.G.GUARANA12/0,7 PRG 3P CV(E)     ;000000000000000;0000008,382;00000008,89;000009,1948;00000009,65;00000010,16;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;GL1;PL
46GL107028;V.G.LIMON 12/0,70 IM (E) 3P CV     ;000000000000000;000007,9613;000008,4438;000008,7333;000009,1656;00000009,65;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0008;GL1;PL
46GL107029;V.G.F.TRO 12/0,70 IM (E) 3P CV     ;000000000000000;000007,9613;000008,4438;000008,7333;000009,1656;00000009,65;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0008;GL1;PL
46CND07002;RON CANAIMA DORADO12/0,7IM2PCV     ;000000000000000;0000019,998;00000021,21;000021,9372;000023,0232;00000024,24;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0008;CA5;PL
46CND07003;RON CANAIMA DOR 12/0,7PRG 2PCV     ;000000000000000;0000019,998;00000021,21;000021,9372;000023,0232;00000024,24;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;12;    300A0007;CA5;PL
46DI407010;RON D.R.EXC6/0,7IM (E) C/CARTE     ;000000000000000;000076,6838;000081,3313;000084,1198;000088,2839;00000092,95;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0008;DI4;PL
46DI407011;RON D.R.EXC 6/0,7 PRG C/CARTER     ;000000000000000;0000080,718;00000085,61;000088,5452;000092,9284;00000097,84;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;DI4;PL
45DI407006;RON D.R.EXC 6/0,70 DF C/CARTER     ;000000000000000;000039,3152;0000041,698;000043,1276;000045,2625;000047,6548;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;DI4;FN
46HS607015;LDR H.SARURO 6/0,7 PRG 2P V/SH     ;000000000000000;000060,6128;000064,2863;000066,4904;000069,7818;00000073,47;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;HS6;PL
46HS607017;LDR SARURO LIGHT 6/0,7PRG V/SH     ;000000000000000;000044,4428;000047,1363;000048,7524;000051,1657;00000053,87;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0007;HS6;PL
45HS607005;LDR H.SARURO 6/0,7 DF2PVASO/SH     ;000000000000000;0000029,799;0000031,605;000032,6886;000034,3068;00000036,12;00000000000;00000000000;00000000000;00000000000;00000000000;BT;CA;06;    300A0005;HS6;FN
